video_id,title,views,likes,comments,tags,published_at,category_id,description
Q7Cp2lJhl4I,No Shame at all?,2551928,196329,7770,"['[80s trend', 'viral trend', 'women’s respect', 'respect for women', 'women empowerment', 'gender equality', 'women safety', 'Indian politics', 'political opinion', 'social commentary', 'political debate', 'viral opinion', 'trending opinion', 'women in society', 'changing culture', 'Indian society', 'feminism', 'gender debate', 'social issues', 'political controversy', 'viral news', 'trending news', 'latest news', 'cultural trends', 'women rights]']",2026-09-11T12:33:11Z,25,"#80strend #viralreel #politics #instagramtrend


Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
cCLYOIP-YNA,Can’t figure out basic AI? 🙄,1774087,79617,1065,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral', 'AI video', 'AI generated video', 'artificial intelligence', 'AI cricket video', 'fake viral video', 'AI misinformation', 'AI fact check', 'viral video', 'trending video', 'latest viral video', 'cricket video', 'AI deepfake', 'deepfake video', 'fact check', 'AI technology', 'social media misinformation', 'viral content', 'trending now']",2026-09-10T13:11:37Z,25,"[Ai Video, viral video, latest, Trendingnow, research, cricket video]

#aivideo #factcheck #viarlvideo #trendingnow

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
LONU4cTVXUQ,He Said It On Camera? 😳,1351890,81845,1556,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral', 'Nishu Azad', 'CJP protest', 'Chiti Janata Party', 'Delhi Police', 'Raju Das', 'Kapil Mishra', 'political controversy', 'protest violence', 'alleged threats', 'police action', 'FIR', 'IPC 307', 'SC ST Act', 'POCSO Act', 'law and order', 'political connections', 'India politics', 'protest controversy', 'viral video', 'political news', 'freedom of speech']",2026-09-06T06:17:11Z,25,"[Swatantra Bharadwaj, Nishu Azad, viral, latest video, trending video]

#swatantrabhardwaj #nishuazad #trendingvideo #viralvideo #sundayshow

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
J8YCWtSh2Fo,"Swatantra Vs. Nishu, Raghav Chadha vs SIR, Modi’s GDP & more | Sunday Show",1560723,46884,3182,"['sarthak goswami', 'sunday show', 'the sunday show', 'sarthak goswami sunday show', 'nishu azad', 'swatantra bhardwaj', 'cjp fir', 'bbc political funding report', 'rupp donations racket', 'dainik bhaskar sting', 'bar council supreme court', 'balaghat tribal children', 'raghav chadha sir', 'punjab voter deletion', 'nepal flood', 'haryana sex ratio', 'gloria steinem', 'tikamgarh cho', 'zomato analogue dairy', 'karnataka park bill', 'lnjp mri 2028', 'india gdp q1', 'ms dhoni hookah', 'rishabh pant', 'india news']",2026-09-06T04:30:22Z,25,"Boost your career in Data Science, Software Development, Al/ML and FDE with SCALER. 
Check out - https://shorturl.at/ZZUMT

Join our Team: https://sarthakgoswami.com/careers

Welcome back to The Sunday Show with Sarthak Goswami
News with a side of entertainment 🔥

🚨 THIS WEEK on the internet

⚖️ Nishu Azad Row & the CJP FIR
Activist Nishu Azad's clash with influencer Swatantra Bhardwaj escalates into FIRs from both sides. 

📊 BBC Expose: ₹5,500 Crore Political Funding Racket
2,800+ registered parties, only ~70 recognised. BBC Hindi traces how RUPPs became a donations laundering route. Anyone can start a party tomorrow.

🎥 Dainik Bhaskar Sting: 2 MLAs Caught on Camera
A commission scandal involving BJP and SP MLAs, filmed. The rate card, exposed.

⚖️ Supreme Court: Bar Council Has No Power to Punish Law Students
The BCI's threat against protesting students gets struck down. Students 1, Bar Council 0.

🚙 Scorpio Parked on a Rooftop
The viral flex nobody asked for.

😢 Balaghat: 24 Tribal Children passed away
A devastating toll in MP's Balaghat district. The story that should be leading every bulletin.

🗳️ Raghav Chadha Marked 'Shifted' in Punjab Draft Rolls
22 lakh names deleted in Punjab's SIR — including a sitting Rajya Sabha MP's. He alleges political vendetta.

🌊 Nepal Flood Update: Relief & Recovery
The Bhotekoshi flood zone rebuilds; private donors pour in millions as a disabled couple share what little they have.

🌿 Saree Ga*ja Smuggling Bust
The smug*ling method that had to be seen to be believed.

👧 Haryana's Sex Ratio Falls to 900 — Worst in 8 Years
From 923 down to 895 in early 2026. Years of progress, reversed. 

🕯️ Gloria Steinem Dies at 92
The feminist icon and journalist who fought 60 years for reproductive freedom and the ERA.

🩺 Tikamgarh CHO Fumbles a BP Check During Collector's Inspection
The health officer who couldn't do the most basic test, on camera.

🍔 Zomato Bans Analogue Dairy + FSSAI's Red Hexagon Labels
Restaurants warned of delisting; FSSAI proposes red warning labels on high sugar, salt and fat. Your snack packet's about to get honest.

🚬 Bidi Found in Pav Bhaji
The food-safety story you'll wish you hadn't read.

🌳 Karnataka Cabinet Withdraws Park Bill After Protests
The bill would have allowed 5% of park land for public projects. Withdrawn.

🏥 Delhi's LNJP Hospital: MRI Appointment in December 2028
One machine, endless queue. A patient told to wait over two years.

🍬 The 'Chini Chor' Story
Sugar's gone from sweet to stolen.

📈 India's GDP Grows 7.8% in Q1 FY27
Slower than last quarter, quicker than last year. And the Sensex's worst two-year stretch since 2012.

🏏 MS Dhoni Hookah Video with Rishabh Pant Goes Viral
A party clip sparks a frenzy. Captain Cool, trending again.


🔔 SUBSCRIBE for The Sunday Show every week. India's weekly news recap with comedy, satire and zero filter. News ki baat, entertainment ke saath.

#SundayShow #SarthakGoswami #IndiaNews #WeeklyNews #NishuAzad #CJP #SwatantraBhardwaj #BBCReport #PoliticalFunding #DainikBhaskar #BarCouncil #SupremeCourt #Balaghat #RaghavChadha #SIR #Punjab #NepalFloods #HaryanaSexRatio #GloriaSteinem #Tikamgarh #Zomato #FSSAI #RedHexagon #Karnataka #LNJP #GDP #Sensex #MSDhoni #RishabhPant #PoliticalSatire #ComedyNews #ViralNews #IndianPolitics #newsrecap 

📌 Chapters

00:00 Nishu Azad & CJP FIR
05:01 BBC ₹5,500 Cr Funding Expose
07:18 Sponsor
09:44 Dainik Bhaskar MLA Sting
11:46 SC vs Bar Council
13:38 Scorpio on Rooftop
14:51 Balaghat Tribal Deaths
16:02 Raghav Chadha SIR Deletion
17:22 Nepal Flood Update
18:14 Saree Ganja Bust
19:11 Haryana Sex Ratio Falls
20:30 Gloria Steinem Dies
24:01 Tikamgarh CHO Fumble
25:16 Zomato Ban & FSSAI Labels
27:27 Bidi in Pav Bhaji
28:23 Karnataka Park Bill
30:03 LNJP MRI Wait Till 2028
31:11 Chini Chor
32:23 India's GDP at 7.8%
34:56 Dhoni Hookah Video

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources: https://shorturl.at/aGvPD

See you, in the next Episode!"
Qnnlc_c8RtA,"₹5,500 Crore Political Scam? 😳",575989,31277,540,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral', 'Registered Unrecognized Political Parties', 'political party funding', 'political donations', '₹1500 crore', 'political funding scam', 'election commission', 'Election Commission of India', 'political parties', 'tax deduction', 'tax exempt donations', 'political corruption', 'Gujarat', 'political funding investigation', 'fake political parties', 'election funding', 'India politics', 'scam exposed', 'viral news']",2026-09-05T17:03:40Z,25,"[political donations, political funding scam, Election Commission of India, political parties]

#ElectionCommission #PoliticalScam #Corruption #viral

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
13XD8lXHoho,Competition for Government Job 😮,212672,8971,323,"['government jobs', 'private jobs', 'jobs in India', 'Indian youth', 'unemployment India', 'employment', 'job crisis', 'career opportunities', 'job opportunities India', 'youth unemployment', 'employment news', 'career advice', 'salary', 'job security', 'job market India', 'recruitment', 'competitive exams', 'UPSC', 'SSC', 'banking jobs', 'corporate jobs', 'private sector jobs', 'public sector jobs', 'viral news', 'trending news', 'opinions', 'article', 'India news', 'career choices', 'job seekers', 'Indian jobs']",2026-09-04T12:29:49Z,25,"Full Article: https://www.thehindu.com/data/why-indias-youth-compete-fiercely-for-government-jobs/article71278105.ece

[Government jobs, private job, viral, opinions, article, Indian Youth, Jobs in India]

#jobs #GovernmentJobs #IndianYouth #jobsinindia #PrivateJobs

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
reQZ1PeMM2c,"Swara's jauhar Controversy, Messi Retires, Modi celebrates GDP | Midweek",1370282,33625,2178,"['Nepal flood update', 'India GDP 7.8%', 'India economy', 'GDP growth India', 'Messi retirement', 'Lionel Messi retires', 'Toxic movie', 'Yash Toxic', 'Toxic box office', 'Ravi Kishan Spain', 'Gorakhpur Spain', 'Nepal floods', 'Rahul Gandhi FIR', 'Ruchika Singh', 'Delhi case', 'voter list deletion', 'SIR voter list', 'Maharashtra Hindi exam', 'Pakistan driverless car', 'Pakistan cricket', 'Pakistan coach', 'Sarfaraz Ahmed', 'PM Narendra Modi', 'Swara Bhaskar', 'Padmaavat controversy', 'viral', 'midweek', 'trending now']",2026-09-03T16:45:07Z,25,"Join our Team: https://sarthakgoswami.com/careers 

Welcome back to MIDWEEK with Sarthak Goswami 
News ki baat, Entertainment ke saath.

This Week on the Internet:
📈 India’s GDP Grows 7.8% - India’s economy grows strongly, but unemployment and inequality remain big questions.

🎬 Yash’s Toxic Struggles - Toxic gets a massive opening but struggles to maintain momentum at the box office.

🇪🇸 Gorakhpur = Spain? - Ravi Kishan compares Gorakhpur’s development with Spain, sparking plenty of reactions online.

🔥 Swara Bhasker’s Jauhar Debate -Her comments on Padmaavat’s Jauhar scene trigger a fresh debate around history and cinema.

⚽ Messi’s Retirement - Lionel Messi moves closer to international retirement after an emotional final chapter with Argentina.

🌊 Nepal’s Deadly Floods -Flash floods destroy roads, bridges and hydropower projects across Nepal, leaving massive damage behind.

⚖️ Rahul Gandhi Faces FIR - Rahul Gandhi faces a case after remarks surrounding caste discrimination in Uttarakhand.

📱 Ruchika Singh Returns - Ruchika Singh resurfaces online after an earlier controversy involving threats, trolling and abuse.

🚌 16-Year-Old At*acked on Bus - A teenager is allegedly g*ng-r*ped inside a moving sleeper bus travelling towards Delhi.

🗳️ 6 Crore+ Voters Deleted? - Draft voter lists under SIR show millions of deletions, triggering political and public debate.

📚 Maharashtra Cancels Hindi Exam - Maharashtra scraps the Hindi departmental exam for government employees with retrospective effect.

🚗 Pakistan’s Driverless Car Crashes - A livestreamed driverless car demonstration in Islamabad ends with an unexpected crash.

🏏 Pakistan Cricket in Crisis - After heavy defeats in England, Pakistan sacks its coach and sends seven players home.

🧠 MIDWEEK ka funda: Big headlines grab attention, but the real story is always hiding in the context.

00:00 Intro 
04:14 Nepal Floods Update
05:15 Rahul Gandhi Controversy 
07:23 Ruchika Singh Video
10:37 Delhi Case
12:57 Ravi Kishan Statement
15:02 Swara Bhaskar Controversy 
17:59 Voters Deleted?
20:30 Messi Retirement
24:40 Pakistan Tesla News
24:36 Maharashtra Exam
27:45 Toxic Collection

👍 Like | 🔁 Share | 🔔 Subscribe
💬 Comment below: Iss week ka sabse shocking segment kaunsa laga?

#MIDWEEK #SarthakGoswami #SwaraBhaskar #IndiaNews #LatestNews #TrendingNews #ViralNews #Messi #GDP #IndiaEconomy #ToxicMovie #Pakistan #NepalFloods #RahulGandhi #SIR #News 

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources: https://shorturl.at/ypAU6

See you, in the next Episode!"
uo_WRyA99U0,Women Live Longer… But At What Cost?,270076,11195,295,"['women life expectancy', 'women life expectancy India', 'female life expectancy', ""women's health"", 'women health news', 'life expectancy gap', 'women living longer', 'health statistics', 'important news', 'viral news', 'latest health news', 'women lifestyle', 'health facts', 'India news', 'trending news', 'news article', 'Sarthak Goswami', 'Feline Media']",2026-09-03T09:05:18Z,25,"Check the full article in Description below and on the pinned comment!

Article Link -https://www.thehindu.com/data/women-live-longer-but-spend-more-of-those-years-with-illness/article71041233.ece

#womenlife #viralreel #newsarticle #news

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
xGuyBwFiKno,Nepal Floods: A Climate Warning? 😨,104632,6062,131,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral', 'Nepal floods', 'Nepal flash flood', 'Nepal flood', 'GLOF', 'glacial lake outburst flood', 'glacier melting', 'climate change', 'global warming', 'Himalayan floods', 'Rasuwa', 'Nepal disaster', 'flash flood', 'glacier collapse', 'flood in Nepal', 'India floods', 'Uttarakhand', 'Himachal Pradesh', 'Delhi', 'Uttar Pradesh', 'Bihar', 'Himalayan region', 'climate crisis', 'latest news', 'viral news', 'trending news']",2026-08-30T13:13:13Z,25,"[Nepal floods, glacier melting, climate change, GLOF, Nepal disaster]

#NepalFloods #GlobalWarming #Himalayas #Nepal #Floods #ViralNews 


Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

*********************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat.

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources:

See you, in the next Episode!"
Je7E8B8AmkQ,"Nepal Floods, Subhash Vs. Ambani, Smash Patriarchy, India Rains & MORE  | Sunday Show",1277820,40064,2398,"['sarthak goswami', 'india news', 'sunday show', 'the sunday show', 'nepal flood', 'nepal flash flood glof', 'subhash chandra debt', 'scam', 'chiti party', 'cjp', 'gurugram waterlogging', 'milk price hike', 'sugar price', 'kriti sanon patriarchy', 'apporva makhija', 'rebel kid', 'rahul gandhi', 'bansuri swaraj', 'reservation hatao andolan', 'onion price kanda express', 'china humanoid', 'bjp pakistani song safar', 'mp treasury scam', 'stray dog jewellery', 'weekly news', 'political satire', 'comedy news', 'indian politics']",2026-08-30T04:30:26Z,25,"Check-out odoo: https://www.odoo.com/r/zhNn 
Follow Chiti: https://www.instagram.com/chitijantaparty_india 

Welcome back to The Sunday Show with Sarthak Goswami
News with a side of entertainment 🔥

🚨 THIS WEEK on internet

🌊 Nepal Flash Flood: 626 De*d, 3,000 Missing
A glacier collapse near the Tibet border triggered a devastating GLOF; entire villages washed away in seconds.

💸 Subhash Chandra's ₹22,006-Crore Debt 
₹100 owed, ₹3 paise repaid. The Zee founder's insolvency ""haircut""  and his Reliance/Ambani media allegations. Karma is a bitch.

🐜 The Chiti Janta Party Manifesto
Cheeni sasti karo, Lakshman Rekha pe ban, Ant-Man ko Avengers ka leader banao. The CJP's successor has a manifesto, and it's undefeated.
https://www.instagram.com/chitijantaparty_india 
https://www.chitijantaparty.lol/

🌧️ Gurugram Waterlogging: ""Wait Till 2047""
One rain and the Millennium City sinks; an MP tells residents it'll all be fixed by 2047. Cyber City, underwater edition.

🥛 Milk & Sugar Prices Surge
Mumbai milk up 9%, sugar biting too. Ab ghar wali chai bhi Taj Hotel ke rate wali.

💅 Kriti Sanon / Apoorva Makhija & the Patriarchy Debate
The nepotism-and-patriarchy conversation flares up again. Who gets to call out what?

🎶 Bansuri Swaraj Meme Moment
The BJP MP becomes this week's unexpected meme.

✊ RHA: Harsh Dubey vs Ranganathan Debate
The Reservation Hatao Andolan debate gets heated on screen.

🗣️ Anand Ranga vs Gullu Debate
The internet's newest debate spectacle, dissected.

🧅 Onion Prices Up 59%
The govt sends onion-loaded trains to 5 cities as prices spike. Pyaz ke liye poori Rajdhani.

🤖 Robots Impress at China's World Humanoid Robot Games
And a Congress MP's ""Chinese robot army"" warning gets a ""Rahul Robot"" jibe from BJP. The future is here, the jokes are eternal.

💋 Gwalior Man Fined for 3,400 Kisses in a Car
Lipstick marks, ₹5,500 fine, three hours. Only in the headlines.

🇵🇰 BJP Uses Pakistani Song 'Safar'
The party that coined the term gets hit with it. Boomerang, fully loaded.

📞 Gujarat Thieves Trapped in a Jewellery Shop
Locked in during the heist, they dialled 100. Chori bhi, customer care bhi.

🎓 NITI Aayog: Generic Degrees Have 'Weak Job Linkages'
BA, BSc, BCom flagged over the skill gap; only 3% of women in formal jobs. The degree-vs-employability gap, laid bare.

🏦 MP Treasury Scam: Funds Diverted, FIRs Filed
Government treasury money quietly rerouted. FIRs and arrests follow.

🐕 Filler Finale: Stray Dog Steals ₹4 Lakh Jewellery
A dog grabs a jewellery bag for the biscuits inside, and a monkey pulls off a ₹42,105 robbery, foiled only by a banana. Peak India.

👇 COMMENT BELOW
Most unbelievable story this week
Tell us in the comments!

🔔 SUBSCRIBE for The Sunday Show every week. News ki baat, entertainment ke saath.

#SundayShow #SarthakGoswami #IndiaNews #WeeklyNews #NepalFloods #GLOF #SubhashChandra #ZeeNews #Ambani #ChitiParty #CJP #GurugramWaterlogging #MilkPrice #SugarPrice #KritiSanon #ApoorvaMakhija #BansuriSwaraj #RHA #Reservation #OnionPrice #KandaExpress #HumanoidRobot #China #BJP #Pakistan #NITIAayog #SkillGap #TreasuryScam #MadhyaPradesh #ViralNews #PoliticalSatire #ComedyNews #IndianPolitics #newsrecap 

Chapters:

0:00 Nepal Flash Flood
3:11 Subhash Chandra Debt Cut
7:32 Chiti Party Manifesto
8:46 Sponsor
10:57 Gurugram Waterlogging
16:37 Milk & Sugar Prices
18:44 Kriti Sanon & Patriarchy
23:01 Bansuri Swaraj Meme
24:02 RHA Debate
26:22 Anand Ranga vs Gullu
27:33 Onion Prices Hike
30:16 China Humanoid Robots
32:01 Gwalior Car Kiss
33:55 BJP's Pakistani Song
36:05 Thieves Call Police
37:40 Skill Gap
40:07 MP Treasury Scam
42:34 Dog & Monkey Heists

Become a Channel Member:
https://www.youtube.com/channel/UC5fcjujOsqD-126Chn_BAuA/join

Liked this video? Two ways you can support us! 🔥
COMMENT/SHARE the Video📲- Make these stories reach maximum people by engaging with video. Let's do it!

‎Join Sarthak Sabha channel on WhatsApp: https://whatsapp.com/channel/0029Vae35iDKWEKhOQR4Si0j

Follow us on:

Twitter: https://twitter.com/sundaysarthak
Instagram: https://www.instagram.com/sundaysarthak
Facebook: https://www.facebook.com/sundaysarthak

************************************************************************************************
For Collaborations: connect@sarthakgoswami.com

Producer: Sagar Gupta, Niranjan Mehta, Aniruddh Sarkar

Writers: Sarthak Goswami, Anunay, Mahesh Sharma, Abhinav Pandey, Lavanya

Editors: Amit Kumar Chakraborty, Arpan Biswas, Ritik Parida, Vishal Verma, Shubham Das, Sachin, Mayank Rawat, Deeskha Sharma

Cinematographer: Prayas Dasgupta

Social Media: Shruti Singh and Anish Verma

Resources: https://shorturl.at/OfCaj

See you, in the next Episode!"
bh94qHYbBJs,Your Hairline Might Be Warning You 👀,306236,10675,334,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral']",2026-08-27T12:30:27Z,25,"Run a comb through your hair and see what’s left behind. 💀 Hairline going back, crown getting thinner tab samajh aata hai ki problem sirf shampoo ki nahi hai.

Identify the root cause with @ManMatters Use my coupon code SARTHAKMM10 to get an extra discount. Try it now.

[Hairfall, Hairline, Minoxidil, Hair Loss]

#HairFall #HairLoss #Hairline"
GNfZnKr-s5M,Reality of Reservation Hatao Protest 😱,428230,29857,2457,"['sarthak goswami', 'india news', 'sunday show', 'controversy', 'breaking news', 'top news', 'latest', 'satire', 'viral']",2026-08-23T10:47:46Z,25,"[Reservation Hatao Andolan, viral, trending, latest, Ajit Bharti, casteism, reservation, opinion, CJP protest]

#reservationhataomovement #reservation #casteism #cjpprotest"
